attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
False,,True,11:00,,,,,11:00,True,True,full_bar,False,,True,5tey93wPQOb7z6jOLJZ30w,False,,11:00,False,"['Bars', 'Burgers', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']",True,11:00,Half Moon Sports Grill,False,False,,,,,,2,False,False,,False,174,,AZ,True,02:00,False,False,True,"288 E Greenway Pkwy
Ste 103
Phoenix, AZ 85022",02:00,,False,,,True,11:00,,False,False,02:00,free,True,Phoenix,True,,3.5,,business,True,False,33.637072,False,False,-112.071339,02:00,,02:00,02:00,False,False,10:00,,False,,True,02:00,True,,True,False,,11:00,average,outdoor,casual,,True,[],,False,,False
,,,,,,,,,False,False,none,,,False,nQOfSLVkN6GnBCYKSc0vYg,,,,False,"['Burgers', 'Fast Food', 'Restaurants']",False,,McDonald's,False,,,,,,,1,False,False,,,12,,AZ,True,,False,False,True,"926 E Indian School Rd
Phoenix, AZ 85012",,,False,,,False,,,,False,,,True,Phoenix,,,1.5,,business,False,,33.495238,False,,-112.061875,,,,,False,False,,,,,False,,,,,True,,,,,casual,,True,[],,,,
,,,,,,,,,False,False,none,,,False,KjWCLH1GzxmhUJwaWB13MA,,,,False,"['Burgers', 'Restaurants']",False,,Burger King,False,,,,,,,2,False,False,,,8,,AZ,,,False,False,True,"3400 E Sky Harbor Blvd
PHX Gate A20
Phoenix, AZ 85073",,,False,,,False,,,,False,,,True,Phoenix,True,,2.0,,business,False,,33.4354634,False,,-112.0069893,,,,,False,False,,,,,,,,,,,,,average,,casual,,False,[],,,,
False,,,,,,,,,False,False,none,False,,,WzbFGc_YmDeCuRWDrGCNKQ,False,,,False,"['Fast Food', 'Sandwiches', 'Restaurants']",False,,Great Steak and Potato Co.,,False,,,,,,1,False,,,,9,,AZ,True,,True,,True,"3400 E Sky Harbor Blvd
Phoenix, AZ 85034",,,False,,,False,,,False,False,,,True,Phoenix,True,,2.0,,business,,False,33.435529,False,,-112.0085884,,,,,True,,,,,,False,,False,,,False,,,average,,casual,,False,[],,False,,False
True,,,06:00,,,,False,06:00,False,False,none,False,,True,lnX2gaGdO0fNtykyFrp1AA,False,False,06:00,False,"['American (Traditional)', 'Diners', 'Restaurants']",True,06:00,Mel's Diner,False,False,yes_free,,,,,1,True,False,,,52,,AZ,True,14:30,False,False,True,"1747 Grand Ave
Phoenix, AZ 85007",14:30,,False,,,False,06:00,,False,False,14:30,no,True,Phoenix,True,,3.5,,business,False,False,33.4633635,False,,-112.0974548,14:30,,14:30,13:00,True,False,07:00,,,,False,14:00,False,,,,,06:00,average,,casual,,True,[],,False,,False
,,,,,,,,,False,False,full_bar,,,True,I_N5b-CA6j0TFMpy1xYKdQ,,,,False,"['German', 'Restaurants']",True,,Black Forest Mill,False,,,,,,,2,False,False,,,37,,AZ,True,,False,False,True,"4900 E Indian School Rd
Phoenix, AZ 85018",,,False,,,True,,,,False,,,False,Phoenix,True,,3.5,,business,,,33.495018,True,,-111.975898,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
False,,,06:30,,,,,06:30,False,True,none,False,,True,6Tt0mGKbMoAz1GsjkVhbMQ,False,,06:30,False,"['Mexican', 'Restaurants']",False,06:30,The Original Burrito Co,False,False,no,,,,,1,True,False,,,196,,AZ,True,21:30,False,False,True,"4949 E Elliot Rd
Phoenix, AZ 85044",21:30,,False,,,False,07:00,,False,False,21:30,no,True,Phoenix,True,,3.5,,business,True,False,33.3485628,False,,-111.9781452,21:30,,21:30,21:30,True,False,07:00,,,,True,15:00,True,,,,,06:30,average,,casual,,True,[],,False,,False
False,,,10:30,,,,,10:30,False,False,beer_and_wine,False,,True,FHA2j4ESBkgGe3NvOql4qQ,False,,10:30,False,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']",False,10:30,Barro's Pizza,False,False,no,,,,,2,False,False,,,65,,AZ,True,23:00,True,False,True,"15440 N 7th St
Ste 13
Phoenix, AZ 85022",22:00,,False,,,False,10:30,,False,True,22:00,no,True,Phoenix,True,,4.0,,business,True,False,33.6271599,False,,-112.0663826,22:00,,22:00,23:00,True,False,10:30,,,,True,22:00,True,,,,,10:30,average,,casual,,True,[],False,False,,False
,,,,,,,,,False,True,none,,,True,E0Gi93pSbrJVnQcV8JE8RQ,,,,False,"['Burgers', 'Restaurants', 'Pizza', 'Italian']",True,,Red Tomato,False,,,,,,,2,False,False,,,5,,AZ,True,,True,False,True,"4801 E Indian School Rd
Phoenix, AZ 85018",,,False,,,True,,,,,,,False,Phoenix,True,,3.0,,business,,,33.494238,True,,-111.977849,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
,,,,,,,,,False,,,,,False,ZZlMGUiKZNiDyPLmra7RZQ,,,,,"['Sandwiches', 'Restaurants']",,,Croque's Famous Sandwiches,False,,,,,,,1,False,False,,,3,,AZ,True,,False,False,,"5060 N 40th St
Phoenix, AZ 85073",,,,,,,,,,True,,,False,Phoenix,,,3.5,,business,,,33.5119901,False,,-111.9953788,,,,,,False,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,False,,,,,,,,p_Bbe2f1dfZ0iCgdtNieVg,,,,,['Restaurants'],False,,Nothing But Noodles,,,no,,,,,2,,,,,6,,AZ,,,,,,"2160 E Baseline Rd
Phoenix, AZ 85073",,,,,,,,,,,,,False,Phoenix,,,2.0,,business,,,33.3779323,,,-112.0329027,,,,,,,,,,,,,,,,,,,,,casual,,,[],,,,
False,,,,,,,False,,False,False,none,False,,False,YowLDN2YEKVJpHv0Loqm5A,False,False,,False,"['Hot Dogs', 'Restaurants']",False,,Jody Maroni's Sausage Kingdom,False,False,yes_free,,,,,2,False,True,,,23,,AZ,True,,False,False,True,"Sky Harbor Airport - Terminal 4
3400 Sky Harbor Blvd
Phoenix, AZ 85034",,,False,,,False,,,False,False,,no,True,Phoenix,False,,2.0,,business,False,False,33.4382789,False,,-112.0178286,,,,,False,False,,,,,False,,False,,,,,,average,,casual,,False,[],,False,,False
,,True,06:00,,,,False,06:00,True,True,full_bar,,,True,tvyOw9dBJ-ds5fEXMTjzfQ,,False,06:00,False,"['Bars', 'Mexican', 'Nightlife', 'Lounges', 'American (New)', 'Restaurants']",True,06:00,Clarendon Kitchen + Bar C4,True,,no,,False,,,2,False,False,,,29,,AZ,True,00:00,False,False,True,"401 W Clarendon Ave
Phoenix, AZ 85013",00:00,,False,,,True,06:00,,,False,00:00,,False,Phoenix,True,,3.0,,business,,,33.49112,True,False,-112.079081,00:00,,00:00,00:00,False,False,06:00,,False,,,00:00,,,,,,06:00,,outdoor,casual,,True,[],,,False,
False,,True,11:00,,,,,11:00,False,True,full_bar,False,,True,pDXv67UQjBKScEgGhc5yLg,False,,11:00,False,"['Nightlife', 'Bars', 'American (New)', 'Sports Bars', 'Restaurants']",True,11:00,Catch 22 Sports Grill,False,False,,,True,,,2,False,False,,False,119,,AZ,True,02:00,False,False,True,"18725 N 32nd St
Phoenix, AZ 85050",02:00,,False,,,False,10:00,,False,False,02:00,free,True,Phoenix,True,,3.0,,business,False,False,33.6562094945,True,False,-112.013146877,02:00,,02:00,01:00,True,False,10:00,,,,True,01:00,True,,,False,,11:00,average,outdoor,casual,,True,[],,False,,False
True,,,10:30,,,,False,10:30,False,False,none,False,,True,8o-NLKy_XfbJtqljX9XLCA,False,,10:30,False,"['Soul Food', 'Southern', 'Restaurants']",True,10:30,Mrs White's Golden Rule Cafe,False,False,no,,,,,2,False,False,,,223,,AZ,True,19:00,True,False,True,"808 E Jefferson St
Phoenix, AZ 85034",19:00,,False,,,False,10:30,,False,False,19:00,no,True,Phoenix,True,,3.5,,business,False,False,33.447521,False,,-112.063434,19:00,,19:00,19:00,True,False,10:30,,,,True,19:00,False,,,,,10:30,average,,casual,,True,[],,False,,False
,,,,,,,,,False,False,,,,False,vJOzlJdQjNT4YIh3KriqsA,,,,,"['Middle Eastern', 'Restaurants']",True,,Baba-Ganush,False,,,,,,,1,False,False,,,3,,AZ,True,,False,False,,"2019 W Bethany Home Rd
Phoenix, AZ 85073",,,,,,,,,,,,,True,Phoenix,,,2.5,,business,,,33.5253546,False,,-112.1029093,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
,,,,,,,,,False,True,beer_and_wine,,,False,6xDQaprsX-GMl6umXeILPw,,,,False,"['Greek', 'American (New)', 'Mediterranean', 'Restaurants']",True,,101 Bistro,False,,no,,,,,2,False,False,,,7,,AZ,True,,False,False,False,"101 N 1st Ave
Phoenix, AZ 85003",,,False,,,,,,,True,,,False,Phoenix,True,,3.5,,business,,,33.449799,False,,-112.074714,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
False,,,11:00,,,,False,11:00,False,False,beer_and_wine,False,,True,oJpmYvLibGrYPDvcaUeMOw,False,False,11:00,False,"['Thai', 'Restaurants']",True,11:00,Thai Hut,False,False,yes_free,,,,,2,False,False,,,180,,AZ,True,21:00,True,False,True,"101 E McDowell Rd
Phoenix, AZ 85004",21:00,,False,,,False,11:00,,False,False,21:00,no,False,Phoenix,True,,3.5,,business,False,False,33.4655579,True,,-112.0722441,21:00,,21:00,21:00,True,False,,,,,True,,True,,,,,11:00,average,,casual,,True,[],,False,,False
,,,,,,,,,False,True,none,,,False,kCH4JxdKdwDfJdNFElSHzg,,,,False,"['Greek', 'Mediterranean', 'Restaurants']",True,,The Nile Cafe,True,,,,,,,1,False,False,,,13,,AZ,True,,True,False,True,"610 E Roosevelt St
Phoenix, AZ 85004",,,False,,,False,,,,False,,,False,Phoenix,False,,3.5,,business,,,33.4588994,False,,-112.0662616,,,,,False,False,,,,,,,,,,,,,,,casual,,False,[],,,,
False,,,10:00,,,,,10:00,False,False,none,False,,True,bzDs0u8I-z231QVdIQWkrA,False,,10:00,False,"['Burgers', 'Seafood', 'Mexican', 'Restaurants']",True,10:00,Los Reyes De La Torta,False,False,,,,,,1,False,False,,,474,,AZ,True,22:00,True,False,True,"9230 N 7th St
Phoenix, AZ 85020",21:00,,False,,,False,09:00,,False,False,21:00,free,True,Phoenix,True,,4.5,,business,True,False,33.5708369,False,,-112.0655987,21:00,,21:00,22:00,True,False,09:00,,,,True,22:00,True,,,False,,10:00,average,,casual,,True,[],,False,,False
True,,True,11:00,,,,,11:00,,True,full_bar,False,,True,ERtc-EXdP9erEBoh7droww,False,,11:00,,"['Bars', 'American (Traditional)', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']",True,11:00,Draw 10 Bar,False,False,,,,,,1,,False,,False,66,,AZ,True,02:00,,False,True,"5444 E Washington St
Phoenix, AZ 85034",02:00,,,,,False,11:00,,False,False,02:00,no,True,Phoenix,True,,4.0,,business,,False,33.4461306,,False,-111.9638244,02:00,,02:00,02:00,False,False,11:00,,,,True,02:00,False,,,False,,11:00,average,outdoor,casual,,True,[],,False,True,False
False,False,,17:00,,,,,17:00,False,False,full_bar,False,,True,NCbHGtOP5yJBJsPPaE3X5g,False,,17:00,False,"['Indian', 'Buffets', 'Restaurants']",True,17:00,India Palace,False,False,,,,False,,2,False,False,,,210,,AZ,True,22:00,True,False,True,"2941 W Bell Rd
Phoenix, AZ 85053",22:00,,False,,False,True,17:00,,False,True,22:00,no,True,Phoenix,True,False,4.0,False,business,True,False,33.6397092,False,,-112.1223356,22:00,,22:00,22:00,True,False,17:00,,,False,True,22:00,True,,,,True,17:00,quiet,,casual,,True,[],False,False,,False
False,,,11:00,,,,,11:00,False,True,none,False,,True,QHpuQ71mZ_htBIt6QZSJww,False,,11:00,False,"['Pizza', 'Restaurants']",False,11:00,Valley Pizza Downtown,True,False,,,,,,1,False,False,,,28,,AZ,True,23:00,True,False,True,"1348 W Roosevelt St
Phoenix, AZ 85007",21:00,,False,,,False,11:00,,False,True,21:00,,False,Phoenix,True,,3.5,,business,True,False,33.4586677,True,,-112.090481,21:00,,21:00,23:00,False,False,,,,,,,False,,,,,11:00,loud,,casual,,True,[],,False,,False
False,,,,,,,,,False,True,full_bar,False,,True,ho4Te6bO2tGs56h9PF2vuA,False,,,False,"['Mexican', 'Restaurants']",True,,Los Dos Molinos,False,False,no,,,,,2,False,False,,,86,,AZ,True,,False,False,True,"1010 E Washington St
Phoenix, AZ 85034",,,False,,,False,,,False,False,,,False,Phoenix,True,,3.5,,business,,False,33.448717,True,,-112.059954,,,,,True,False,,,,,True,,True,,,,,,quiet,,casual,,True,[],False,False,,False
False,,,06:30,,,,,06:30,False,True,none,False,,False,CC8Gn5h28utxP8i9zGorKQ,False,,06:30,False,"['Food', 'Delis', 'Coffee & Tea', 'Restaurants']",False,06:30,Jacquee's Espresso,True,False,,,,,,1,True,False,,,18,,AZ,True,14:00,False,False,True,"40 N Central Ave
Ste 106
Phoenix, AZ 85004",14:00,,False,,,False,,,False,True,14:00,no,True,Phoenix,True,,4.0,,business,True,False,33.448935,False,,-112.074859,14:00,,14:00,,True,False,,,,,False,,True,,,,,06:30,average,,casual,,False,[],,False,,False
,,,,,,,False,,False,False,full_bar,,,False,VQTjhYGMIyqSRJHgHLFvjg,,,,False,"['American (New)', 'Restaurants']",False,,Sonoma Casual Dining,False,,no,,,,,1,False,True,,,15,,AZ,True,,True,False,True,"25 W Van Buren St
Phoenix, AZ 85003",,,False,,,True,,,,,,,False,Phoenix,True,,2.5,,business,,,33.4498373,False,,-112.3510497,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
False,False,,11:00,,,,False,11:00,False,True,full_bar,False,,True,PmPOuRvuN3CoNOi1nBj_TQ,False,,11:00,False,"['Seafood', 'Cajun/Creole', 'Restaurants']",True,11:00,Pappadeaux Seafood Kitchen,False,False,no,,,False,,2,False,False,,,697,,AZ,True,23:00,False,False,True,"11051 N Black Canyon Hwy
Phoenix, AZ 85029",22:00,,False,,False,True,11:00,,False,False,22:00,free,True,Phoenix,True,True,4.0,False,business,True,False,33.587766,True,,-112.115899,22:00,,22:00,23:00,True,False,11:00,,,False,True,22:00,True,,,,False,11:00,average,,casual,,True,[],,False,,False
,,True,,,,,False,,False,,full_bar,,,False,AaTC0a1gQ8Q6VJ6HQLYllg,,False,,,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']",True,,Madi G's,False,,yes_free,,,,,2,False,False,,,4,,AZ,True,,False,False,,"4855 E Warner Rd
Phoenix, AZ 85073",,,,,,,,,,False,,,False,Phoenix,,,3.5,,business,,,33.331773,False,False,-111.978279,,,,,True,False,,,,,,,,,,,,,,no,casual,,True,[],,,,
,,,,,,,,,False,False,none,,,True,PEOP7kZ1E4BJx3YzLMrmpA,,,,False,"['Vietnamese', 'Restaurants']",True,,Pho Loc,False,,,,,,,1,False,False,,,12,,AZ,False,,True,False,True,"8115 N 19th Ave
Ste 101-A
Phoenix, AZ 85021",,,False,,,,,,,False,,,False,Phoenix,True,,3.5,,business,,,33.555296,True,,-112.09925,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
,,,,,,,,,False,,,,,False,j0pznV0Lf0grFBQq-tL_qw,,,,False,"['Asian Fusion', 'Restaurants']",True,,The Bamboo Club,False,,,,,,,2,False,False,,,5,,AZ,True,,False,False,,"21001 N Tatum Blvd
Phoenix, AZ 85050",,,False,,,,,,,True,,,False,Phoenix,True,,3.0,,business,,,33.678615,False,,-111.9746066,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
,,,,,,,,,False,False,beer_and_wine,,,False,WOcf7AiIRL_wkYAnEF-vcw,,,,False,"['Mexican', 'Restaurants']",True,,Las Brazas,False,,,,,,,1,False,False,,,3,,AZ,True,,False,False,True,"2950 N 32nd St
Phoenix, AZ 85018",,,False,,,False,,,,False,,,False,Phoenix,,,4.0,,business,,,33.4814408,False,,-112.0129072,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
,,True,16:00,,,,,16:00,True,True,beer_and_wine,,,True,XNSito__Fne14TXU0vz1Qw,,,16:00,False,"['Wine Bars', 'Bars', 'Latin American', 'Nightlife', 'Restaurants']",True,16:00,Bomberos Cafe & Wine Bar,False,,,,True,,,2,True,False,,False,131,,AZ,True,00:00,True,False,True,"8801 N Central Ave
Ste 104
Phoenix, AZ 85020",23:00,,False,False,,True,11:00,,,False,23:00,,False,Phoenix,True,,4.0,,business,,,33.5650982,True,False,-112.0737503,23:00,,23:00,00:00,False,False,11:00,,False,,,22:00,,,,,,16:00,,outdoor,casual,,True,[],,,False,
False,,,11:00,,,,,11:00,False,True,full_bar,False,,True,GjvIDOEhdQB1oPrFeSpxBw,False,,11:00,False,"['American (Traditional)', 'American (New)', 'Sandwiches', 'Restaurants']",True,11:00,Gordon Biersch,False,False,,,,,,2,False,False,,,115,,AZ,True,00:00,False,False,True,"18545 N Allied Way
Phoenix, AZ 85054",23:00,,False,,,True,11:00,,False,False,23:00,free,True,Phoenix,True,,3.5,,business,True,False,33.6545095,True,,-111.9292592,23:00,,23:00,00:00,True,False,11:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,none,False,,True,-ftQeUsqwDkExRg6IYrubQ,False,,11:00,False,"['Greek', 'Mediterranean', 'Restaurants']",False,11:00,Chicago Gyros,False,False,,,,,,1,False,False,,,200,,AZ,True,20:00,True,False,True,"717 W Union Hills Dr
Ste 1
Phoenix, AZ 85027",20:00,,False,,,False,11:00,,False,False,20:00,no,True,Phoenix,True,,4.5,,business,True,False,33.654353214,False,,-112.083579912,20:00,,20:00,20:00,True,False,11:00,,,,True,18:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,False,11:00,False,True,beer_and_wine,False,,True,A7Ozg-6573w_Ub2QwQRl2A,False,False,11:00,False,"['Barbeque', 'Restaurants']",True,11:00,Town Talk II,False,False,yes_free,,,,,1,False,False,,,67,,AZ,True,21:00,True,False,True,"3509 N 19th Ave
Phoenix, AZ 85015",21:00,,False,,,False,11:00,,False,False,21:00,,True,Phoenix,True,,4.0,,business,True,False,33.4898924,True,,-112.099637,19:00,,19:00,21:00,True,False,,,,,True,,True,,,,,11:00,average,,casual,,True,[],,False,,False
,,,,,,,,,False,True,none,,,True,6_QjplxfPda-CxP_hAWj9g,,,,False,"['Vegetarian', 'Sandwiches', 'Restaurants']",False,,Lowdown Cafe,False,,,,,,,1,False,False,,,11,,AZ,True,,True,False,True,"2407 E Osborn Rd
Phoenix, AZ 85016",,,False,,,False,,,,True,,,False,Phoenix,,,3.5,,business,,,33.4874299,False,,-112.0297828,,,,,True,False,,,,,,,,,,,,,,,casual,,False,[],,,,
False,,,06:00,,,,,06:00,False,True,none,False,,False,ssSeK9MYRCUjoabppekwoA,False,,06:00,False,"['Event Planning & Services', 'Restaurants', 'Caterers', 'Pizza', 'Italian']",False,06:00,Focaccia Fiorentina,True,False,,,,,,1,True,False,,,61,,AZ,True,14:00,False,False,True,"112 N Central Ave
Phoenix, AZ 85004",14:00,,False,,,False,,,False,True,14:00,free,True,Phoenix,True,,3.5,,business,True,False,33.449711,False,,-112.074211,14:00,,14:00,,True,False,,,,,True,,False,,,,,06:00,average,,casual,,True,[],,False,,False
False,,True,11:00,,,,,11:00,True,True,full_bar,False,,False,TfTlOE6h9E9o34dEkw9L_w,False,,11:00,False,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']",True,11:00,The Rose and Crown,True,False,,,False,,,2,False,True,,False,294,,AZ,True,02:00,False,False,True,"628 E Adams St
Phoenix, AZ 85004",02:00,,False,False,,True,11:00,,False,False,02:00,free,True,Phoenix,True,,3.5,,business,False,False,33.4493777,False,False,-112.0656259,02:00,,02:00,02:00,False,True,10:00,,False,,True,02:00,True,,,,,11:00,average,outdoor,casual,,True,[],,False,True,False
False,,,,,,,,,False,False,none,False,,False,FZbOTO_WU10O3YEi60kahw,False,,,False,"['Pizza', 'Restaurants']",False,,Famous Ray's Pizza,False,False,,,,,,1,False,False,,,15,,AZ,True,,False,False,True,"4705 E Carefree Hwy
Phoenix, AZ 85073",,,False,,,False,,,False,False,,no,True,Phoenix,True,,3.0,,business,False,False,33.7977694,False,,-111.9798909,,,,,True,False,,,,,True,,False,,,,,,,,casual,,True,[],,False,,False
True,,,10:00,,,,False,10:00,False,False,none,False,,True,lvpXyfTDF5WZnjzc36r5Wg,False,False,10:00,False,"['Burgers', 'Restaurants']",False,10:00,Lucky Boy Burger Shop,False,False,yes_free,,,,,1,False,False,,,177,,AZ,True,20:00,True,False,True,"3430 N 16th St
Phoenix, AZ 85016",20:00,,False,,,False,10:00,,False,False,20:00,no,True,Phoenix,True,,4.0,,business,False,False,33.4880368,False,,-112.0478981,20:00,,20:00,18:00,True,False,,,,,False,,False,,,True,,10:00,average,,casual,,True,[],,False,,False
False,,,17:00,,,,,17:00,False,True,full_bar,False,,False,C7utE_DN2kgE-68_VF8ftw,False,,17:00,False,"['Restaurants', 'Italian']",True,17:00,Ristorante Tuscany,False,False,,,,,,3,False,False,,,20,,AZ,True,22:00,False,False,False,"JW Marriott Desert Ridge Resort
5350 E Marriott Dr
Phoenix, AZ 85054",22:00,,False,,,True,17:00,,False,False,22:00,,False,Phoenix,True,,3.0,,business,,False,33.6834408,False,,-111.9660359,22:00,,22:00,22:00,True,False,17:00,,,,True,22:00,False,,,,,17:00,average,,dressy,,True,[],,False,,False
False,,,,,,,,,False,False,beer_and_wine,False,,True,sbX5NhQIuNQTZ6Y6vpoFMA,False,,,False,"['Buffets', 'Restaurants']",True,,Fuji Buffet,False,False,,,,,,1,False,False,,,24,,AZ,True,,True,False,True,"1575 E Camelback Rd
Phoenix, AZ 85014",,,False,,,False,,,False,False,,no,False,Phoenix,True,,2.5,,business,,False,33.508282,True,,-112.048136,,,,,True,False,,,,,True,,False,,,,,,average,,casual,,True,[],,False,,False
,,,,,,,,,False,True,none,,,True,BbuXEb9s1uxAH0TMX-qjTA,,False,,False,"['Food Stands', 'Cheesesteaks', 'Sandwiches', 'Restaurants']",False,,Ricky's Big Philly,False,,yes_free,,,,,1,False,False,,,8,,AZ,True,,False,False,True,"3538 E Indian School Rd
Phoenix, AZ 85018",,,False,,,False,,,,False,,,False,Phoenix,True,,4.0,,business,,,33.4954475,False,,-112.0050862,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],False,,,
,,,,,,,False,,False,False,full_bar,,,True,rHaIakUF5MpRNMw752NajQ,,False,,False,"['Sushi Bars', 'Restaurants']",True,,Shiro Japanese Restaurant,False,,yes_free,,,,,2,False,False,,,7,,AZ,True,,False,False,True,"10637 N Tatum Blvd
Phoenix, AZ 85028",,,False,,,True,,,,False,,,False,Phoenix,True,,3.5,,business,,,33.5837094,False,,-111.9777841,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
False,,,11:00,,,,,11:00,False,True,none,False,,True,FY_OXEVcewAQFZuu6fynLA,False,,11:00,False,"['Greek', 'Mediterranean', 'Restaurants']",False,11:00,Z's Greek,False,False,no,,,,,1,False,False,,,290,,AZ,True,21:00,True,False,True,"4026 E Indian School Rd
Phoenix, AZ 85073",21:00,,False,,,True,11:00,,False,False,21:00,free,True,Phoenix,True,,4.5,,business,True,False,33.4953688,False,,-111.9940154,21:00,,21:00,21:00,True,False,12:00,,,,True,20:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,False,11:00,False,True,full_bar,True,,True,UI5ghIUeHYxzwSfaDVUXOA,False,,11:00,False,"['Restaurants', 'Italian']",True,11:00,Aiello's,False,False,no,,,,,2,False,False,,,115,,AZ,True,23:00,False,False,True,"5202 N Central Ave
Phoenix, AZ 85012",22:00,,False,,,True,16:00,,False,False,22:00,no,False,Phoenix,True,,4.0,,business,True,False,33.51315,True,,-112.073765,22:00,,22:00,23:00,False,False,16:00,,,,False,22:00,False,,,,,11:00,average,,casual,,True,[],,True,,False
,,,,,,,,,False,False,full_bar,,,,QlEU-1VCqJbTzSf8mFAZUg,,,,False,"['American (Traditional)', 'Restaurants']",True,,Desert Springs Brewing Company,,,,,,,,2,False,,,,13,,AZ,True,,False,,True,"3400 E Sky Harbor Blvd
Terminal 4
Phoenix, AZ 85034",,,False,,,False,,,,False,,,True,Phoenix,True,,2.0,,business,,,33.439648,False,,-112.026154,,,,,False,,,,,,,,,,,,,,,,casual,,False,[],,,,
False,,,11:00,,,,,11:00,False,True,full_bar,False,,False,supigcPNO9IKo6olaTNV-g,False,,11:00,False,"['Steakhouses', 'American (New)', 'Restaurants']",True,11:00,1130 The Restaurant,False,False,no,,,,,2,False,True,,,149,,AZ,True,22:00,True,False,,"455 N 3rd St
Ste 1130
Phoenix, AZ 85004",22:00,,False,,,True,11:00,,False,,22:00,no,True,Phoenix,True,,3.5,,business,True,False,33.4523922,True,,-112.0696193,21:00,,22:00,22:00,True,False,10:00,,,,True,21:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
,,,,,,,,,False,,,,,False,qWAvx3yktyMQixSh4K0Dog,,,,False,"['Pakistani', 'Indian', 'Restaurants']",True,,Zest of India,False,,,,,,,2,False,False,,,3,,AZ,True,,False,False,,"3202 E Greenway Rd
Ste 1617
Phoenix, AZ 85032",,,False,,,,,,,,,,True,Phoenix,,,1.0,,business,,,33.6272318,False,,-112.0121147,,,,,,False,,,,,,,,,,,,,,,casual,,,[],,,,
